name,salary,sprocket_player_id,member_id,discord_id,skill_group,franchise,Franchise Staff Position,slot,current_scrim_points,Eligible Through
Eric?!,10.5,1635,1665,129043324827992064,Academy League,FP,NA,NONE,0,Not Eligible
Shafferboy,12.5,5505,5564,607006157231489045,Academy League,Flames,NA,PLAYERB,3,Not Eligible
nugget,14.5,2036,2095,366027383708319765,Champion League,FP,NA,NONE,0,Not Eligible
Hippofartamus,11.5,1536,1566,325858547449724928,Academy League,FP,NA,NONE,0,Not Eligible
dan720,17.5,117,120,187274829601308672,Master League,FP,NA,NONE,0,Not Eligible
Ouiiid,14.0,5270,5328,954462640040714300,Champion League,Elite,Assistant General Manager,PLAYERE,0,Not Eligible
DJstriker211,16.5,5526,5585,1214647095122853970,Master League,Sabres,Captain,NONE,0,Not Eligible
Burgie,13.0,1834,1892,268839533938737152,Champion League,FP,NA,NONE,0,Not Eligible
Nilents,17.0,3660,3719,351933873149706244,Master League,Outlaws,Assistant General Manager,PLAYERD,0,Not Eligible
Le_Frijole,18.5,3200,3259,228298360585453569,Premier League,FP,NA,NONE,0,Not Eligible
moneyhustard,11.0,4721,4780,371484471444373507,Academy League,FP,NA,NONE,0,Not Eligible
DarkRiskii,17.5,4096,4154,300231561415098371,Master League,FP,NA,NONE,0,Not Eligible
ShadowMongrel.,16.0,3873,3932,623285721788055602,Master League,FP,NA,NONE,0,Not Eligible
soba_man,11.0,2500,2559,430504757858402304,Academy League,FP,NA,NONE,0,Not Eligible
ItsKai,13.5,1954,2013,672279417229279232,Champion League,FP,NA,NONE,0,Not Eligible
mp5ive,15.0,6207,6248,483089805039763467,Champion League,Spectre,NA,PLAYERG,0,Not Eligible
BegottenTV,7.0,4918,4976,314890935848927232,Foundation League,FP,NA,NONE,0,Not Eligible
ScoopsIG,9.0,3105,3164,422419183993880587,Foundation League,FP,NA,NONE,0,Not Eligible
Gogbe,19.0,2888,2947,100740781966389248,Premier League,FP,NA,NONE,0,Not Eligible
Sinble,12.0,490,496,84472508966764544,Academy League,FP,NA,NONE,0,Not Eligible
Kuick Knight,12.5,1896,1954,713960331776360488,Academy League,FP,NA,NONE,0,Not Eligible
BinarySystem,15.0,4205,4263,147489055003770880,Champion League,Comets,Captain,PLAYERA,0,Not Eligible
Vizosu,16.0,2974,3033,416638114266742794,Master League,FP,NA,NONE,0,Not Eligible
Jellee,16.5,5445,5504,795931415455596554,Master League,FP,NA,NONE,0,Not Eligible
BedTales,11.0,4168,4226,307533185716060171,Academy League,FP,NA,NONE,0,Not Eligible
Ryan,20.5,6105,6151,624286322617614338,Premier League,Pend,NA,NONE,0,Not Eligible
totinospizzarolls,15.5,4858,4917,690334868613365773,Champion League,Hawks,General Manager,PLAYERA,0,Not Eligible
nVision,12.0,3046,3105,95297920856752128,Academy League,FP,NA,NONE,0,Not Eligible
Reign,6.5,439,445,275768985495273482,Foundation League,FP,NA,NONE,0,Not Eligible
AlienTechno,19.0,6142,6187,244888858649427969,Premier League,Outlaws,NA,PLAYERF,0,Not Eligible
nubZ,9.5,2180,2239,125603176974909440,Foundation League,Foxes,NA,PLAYERB,0,Not Eligible
Grinch Gang,14.5,4369,4428,1081035304955289641,Champion League,Pend,NA,NONE,0,Not Eligible
MST,14.5,3569,3628,399394755747905538,Champion League,Hurricanes,NA,PLAYERG,0,Not Eligible
McMonkey,12.0,1774,1831,178293242045923329,Academy League,FP,NA,NONE,0,Not Eligible
Evol,11.5,1838,1896,351881945325764608,Academy League,FP,NA,NONE,0,Not Eligible
Comentix,16.0,940,951,185163508214661121,Master League,FP,NA,NONE,0,Not Eligible
Elder,5.0,5161,5219,412009603027697664,Foundation League,FP,NA,NONE,0,Not Eligible
sLy,16.5,4316,4375,639202553623478282,Master League,FP,NA,NONE,0,Not Eligible
NotHenry,12.5,377,383,238853321522282496,Academy League,FP,NA,NONE,0,Not Eligible
MikkiMeesh,7.5,1173,1197,163745121395933184,Foundation League,FP,NA,NONE,0,Not Eligible
BigWhale,13.5,4142,4200,283443029023653888,Champion League,FP,NA,NONE,0,Not Eligible
Brad,14.0,2485,2544,779161571984932890,Champion League,Ducks,General Manager,PLAYERB,0,Not Eligible
Frostyb,10.5,1862,1920,386669883003502592,Academy League,FP,NA,NONE,0,Not Eligible
Slink,8.0,502,509,536183443625607189,Foundation League,FP,NA,NONE,0,Not Eligible
SunlessKhan,15.5,1315,1339,203626231105585152,Master League,FP,NA,NONE,0,Not Eligible
Zapees,19.5,2665,2724,160140705073856512,Premier League,FP,NA,NONE,0,Not Eligible
Slomo,14.5,1289,1313,200386885091065856,Champion League,FP,NA,NONE,0,Not Eligible
Moondog,16.5,1603,1633,271832089891045378,Master League,FP,NA,NONE,0,Not Eligible
Jroja,14.0,1104,1125,294634689518501888,Champion League,FP,NA,NONE,0,Not Eligible
stoofy,15.0,526,533,547962378336337951,Champion League,Comets,General Manager,NONE,0,Not Eligible
livingdead,15.5,5713,5772,566086249744433153,Champion League,Pend,NA,NONE,0,Not Eligible
static,14.5,2144,2203,432730337693532170,Champion League,FP,NA,NONE,0,Not Eligible
Kowalski,13.5,291,295,260109040267427840,Champion League,FP,NA,NONE,0,Not Eligible
Stagg,14.0,3649,3708,369973253504106497,Champion League,FP,NA,PLAYERA,0,Not Eligible
jinstream,11.5,1093,1113,170732308297416704,Academy League,FP,NA,NONE,0,Not Eligible
NoxBreakfast,16.5,5578,5638,782368777144238120,Master League,FP,NA,NONE,0,Not Eligible
Marky,17.0,4647,4706,436005972314423307,Master League,FP,NA,NONE,0,Not Eligible
CarnivoreRabbit,10.0,2028,2087,635985738818912266,Foundation League,FP,NA,NONE,0,Not Eligible
Rover,15.0,2979,3038,294617641564241920,Champion League,Bulls,NA,PLAYERB,0,Not Eligible
MrReeous,14.5,4554,4613,598724171257741323,Champion League,Pend,NA,NONE,0,Not Eligible
2Script,19.0,5032,5090,313912936731115520,Premier League,Pend,NA,NONE,0,Not Eligible
MR GIIBBY,5.0,6292,6302,1468091888161787985,Foundation League,Pend,NA,NONE,0,Not Eligible
rhema,20.0,5932,5980,577595637730902052,Premier League,Pend,NA,NONE,0,Not Eligible
xGUERRAx509,12.5,3671,3730,552293372925181965,Academy League,FP,NA,NONE,0,Not Eligible
Beefy,13.5,884,894,280352172149833729,Champion League,FP,NA,NONE,0,Not Eligible
PEAKLEGEND,18.0,3722,3781,776689621114683403,Master League,Dodgers,NA,PLAYERA,0,Not Eligible
Trynot2cry91,12.5,3547,3606,783309158367756298,Academy League,FP,NA,NONE,0,Not Eligible
Vague,14.0,1441,1466,166056334054129664,Champion League,FP,NA,NONE,0,Not Eligible
littlecockroach,16.5,3773,3832,736800799954305024,Master League,FP,NA,NONE,0,Not Eligible
Dr DOOM,15.5,5297,5355,421520636486352906,Master League,FP,NA,NONE,0,Not Eligible
Treat,16.0,2858,2917,178022428797173761,Master League,FP,NA,NONE,0,Not Eligible
DDYSENPAI,11.5,3097,3156,648280768224952340,Academy League,FP,NA,NONE,0,Not Eligible
Namztuts,14.0,1190,1214,114967529348136969,Champion League,FP,NA,NONE,0,Not Eligible
Mac,11.5,3428,3487,156340353224409089,Academy League,FP,NA,NONE,0,Not Eligible
Slurp,16.0,1290,1314,187705046836707328,Master League,FP,NA,NONE,0,Not Eligible
Cosmic Bear,18.5,5555,5614,556909542957645824,Master League,FP,NA,NONE,0,Not Eligible
Dorphin,14.0,4428,4487,344990900746715136,Champion League,Pend,NA,NONE,0,Not Eligible
ItsAlwaysThere,12.0,3360,3419,342593474996207617,Academy League,FP,NA,NONE,0,Not Eligible
uh steve,16.5,592,599,349324562204459020,Master League,Sharks,NA,PLAYERE,0,Not Eligible
Keiko,14.5,270,274,192173252116742145,Champion League,FP,NA,NONE,0,Not Eligible
cooper.,17.0,2871,2930,590337957370789899,Master League,FP,NA,NONE,0,Not Eligible
Dark02,16.0,3112,3171,308027685521850379,Master League,FP,NA,NONE,0,Not Eligible
Silence,17.5,2025,2084,272183554136473600,Master League,FP,NA,NONE,0,Not Eligible
MrBearRL,15.0,2113,2172,306981036011683852,Champion League,FP,NA,NONE,0,Not Eligible
Badger Milk,13.5,874,884,224342810000752640,Champion League,FP,NA,NONE,0,Not Eligible
Hydro Lumi,13.5,4682,4741,301516722161319936,Champion League,FP,NA,NONE,0,Not Eligible
Quilli,12.5,3612,3671,812387252155056208,Academy League,Shadow,NA,PLAYERF,0,Not Eligible
Koveus,19.0,3162,3221,230066593911013376,Premier League,FP,NA,NONE,0,Not Eligible
Clancaster23,5.0,3727,3786,656295029966372877,Foundation League,FP,NA,NONE,0,Not Eligible
Zozz,11.0,2147,2206,475330336100974602,Foundation League,Pirates,NA,PLAYERC,0,Not Eligible
xSchmarc,19.5,3050,3109,480059663807676436,Premier League,FP,NA,NONE,0,Not Eligible
Begrip,14.0,1910,1969,127177580305448960,Champion League,FP,NA,NONE,0,Not Eligible
Clowdy Howdy,12.0,106,108,92126585691332608,Academy League,FP,NA,NONE,0,Not Eligible
Mooner,8.5,3586,3645,292116563086016513,Foundation League,FP,NA,NONE,0,Not Eligible
WolfAlone,15.5,622,629,374426825641951233,Champion League,Pend,NA,NONE,0,Not Eligible
offroad,10.5,4808,4867,795158644496269363,Foundation League,FP,NA,NONE,0,Not Eligible
Bart172,10.5,878,888,374493149743153162,Academy League,FP,NA,NONE,0,Not Eligible
ash,15.5,4747,4806,571230555413282827,Master League,FP,NA,NONE,0,Not Eligible
LegacyPlaysRL,14.5,3125,3184,270780236063440897,Champion League,FP,NA,NONE,0,Not Eligible
Papi,11.5,399,405,494650968676499466,Academy League,FP,NA,NONE,0,Not Eligible
Aydxn,5.0,6187,6228,1428167910559580211,Foundation League,Spectre,NA,PLAYERD,0,Not Eligible
Dysktonic,12.0,4486,4545,308080685170688001,Academy League,FP,NA,NONE,0,Not Eligible
mitchurugi,14.0,353,358,239271635503415296,Champion League,FP,NA,NONE,0,Not Eligible
Djbberry,10.5,4101,4159,363063665408212994,Academy League,FP,NA,NONE,0,Not Eligible
smol.,11.5,2127,2186,321209613477478401,Academy League,Pend,NA,NONE,0,Not Eligible
SADik_CAT,17.5,1435,1460,290707809723613186,Master League,Sabres,NA,PLAYERE,0,Not Eligible
leo.,18.0,5451,5510,932841767382970399,Premier League,FP,NA,NONE,0,Not Eligible
Newwo,17.0,4790,4849,294533174984179715,Master League,FP,NA,PLAYERD,0,Not Eligible
Miketen,15.0,4922,4980,220854856376778752,Champion League,FP,NA,NONE,0,Not Eligible
ipitmyshanties,15.0,3802,3861,352870995805339651,Champion League,FP,NA,NONE,0,Not Eligible
Stick,9.0,2577,2636,259900473992019968,Foundation League,FP,NA,NONE,0,Not Eligible
Minty,16.0,1480,1505,172183019614896129,Master League,FP,NA,NONE,0,Not Eligible
Justn.,15.5,300,305,322770380517539842,Master League,FP,NA,NONE,0,Not Eligible
RevengeofBlob,16.0,835,844,194518319900917761,Master League,FP,NA,NONE,0,Not Eligible
Kracerlink,15.5,292,296,259887849824976896,Master League,FP,NA,NONE,0,Not Eligible
Creed,15.0,4606,4665,420237893462917121,Champion League,FP,NA,NONE,0,Not Eligible
toz,19.5,6205,6246,697260862410326047,Premier League,Hive,NA,PLAYERE,0,Not Eligible
Nyx,15.5,3786,3845,403325670316441600,Master League,FP,NA,NONE,0,Not Eligible
Icy,19.5,4494,4553,262029100825313280,Premier League,FP,NA,NONE,0,Not Eligible
Dwarf,13.5,3965,4024,693402745465602068,Champion League,FP,NA,NONE,0,Not Eligible
Cliffe,11.0,2219,2278,226831385724190721,Academy League,FP,NA,NONE,0,Not Eligible
V_Lad,7.0,5965,6013,676820814623932426,Foundation League,FP,NA,NONE,0,Not Eligible
Lowf,14.5,5160,5218,884152514851799090,Champion League,FP,NA,NONE,0,Not Eligible
Frogdinho,11.0,3798,3857,700568856036507669,Academy League,FP,NA,NONE,0,Not Eligible
Array,11.5,5597,5656,90000134712090624,Academy League,Hive,NA,PLAYERB,0,Not Eligible
Yoza,17.0,5148,5206,209420410414956545,Master League,FP,NA,NONE,0,Not Eligible
KaptainKillazz,12.0,1520,1550,638258650837942292,Academy League,FP,NA,NONE,0,Not Eligible
Pooster,14.0,4553,4612,222577257858859019,Champion League,FP,NA,NONE,0,Not Eligible
George,17.0,3243,3302,292582348720177153,Master League,FP,NA,NONE,0,Not Eligible
Historic_Chr1s,8.0,5682,5741,173228390566985738,Foundation League,FP,NA,NONE,0,Not Eligible
a plebby pled,5.5,2335,2394,154554256077094912,Foundation League,FP,NA,NONE,0,Not Eligible
OrdinaryGary,11.5,3341,3400,604378507916738580,Academy League,FP,NA,NONE,0,Not Eligible
cozyboy,14.0,168,172,140799418923220992,Champion League,Spartans,NA,PLAYERA,0,Not Eligible
TAKu,12.0,1329,1353,92816872734478336,Academy League,FP,NA,NONE,0,Not Eligible
Dunny,11.5,4477,4536,89569288876212224,Academy League,FP,NA,NONE,0,Not Eligible
Draco,15.0,6069,6115,527708595257606159,Champion League,Pend,NA,NONE,0,Not Eligible
Aquafina,10.5,1209,1233,496072476623896576,Academy League,FP,NA,NONE,0,Not Eligible
Paully.,15.5,2038,2097,298641968920133632,Champion League,Hive,Franchise Manager,PLAYERA,0,Not Eligible
RelicWarrior,7.0,440,446,411645708567838720,Foundation League,FP,NA,NONE,0,Not Eligible
Skye,13.0,589,596,239056078401306625,Academy League,Demolition,Assistant General Manager,PLAYERB,0,Not Eligible
Phantom,13.0,3134,3193,264068522093576192,Champion League,FP,NA,NONE,0,Not Eligible
Jynx,15.5,1991,2050,195556511248941057,Master League,FP,NA,NONE,0,Not Eligible
LC Spirit,16.5,6320,6330,362791591464927233,Master League,Pend,NA,NONE,0,Not Eligible
Trash Gangster,8.5,4952,5010,379134098847039489,Foundation League,FP,NA,NONE,0,Not Eligible
iLoveStairs,14.5,3029,3088,231887724762759168,Champion League,FP,NA,NONE,0,Not Eligible
Bang,13.0,6062,6108,547595456650412052,Academy League,Hurricanes,NA,PLAYERC,0,Not Eligible
Flap,15.5,2526,2585,230556119121133569,Champion League,Sabres,Assistant General Manager,PLAYERA,0,Not Eligible
Flip1010,18.0,5104,5162,734109732343644270,Premier League,FP,NA,NONE,0,Not Eligible
kaden,20.0,4942,5000,348982680601231360,Premier League,Rhinos,Captain,PLAYERC,6,Not Eligible
Coblast,13.5,1704,1734,140842524951576576,Champion League,FP,NA,NONE,0,Not Eligible
SWZYY GN,13.5,5695,5754,168135186075222016,Academy League,FP,NA,NONE,0,Not Eligible
Midnight,14.5,2236,2295,463073613067583512,Champion League,FP,NA,NONE,0,Not Eligible
Lightning McQueen,18.5,6312,6322,938068995964293131,Master League,Pend,NA,NONE,0,Not Eligible
chill rooster,15.5,925,936,282318360300093441,Master League,FP,NA,NONE,0,Not Eligible
Uni,12.0,1517,1547,613066977518288897,Academy League,FP,NA,NONE,0,Not Eligible
Ethan48498,11.5,4944,5002,155405454867038208,Academy League,FP,NA,NONE,0,Not Eligible
bel,14.0,825,834,177136111968059392,Champion League,FP,NA,NONE,0,Not Eligible
mryougotserved,9.0,1685,1715,304427698690981888,Foundation League,FP,NA,NONE,0,Not Eligible
Astronistic,19.0,2486,2545,370547368619278337,Premier League,FP,NA,NONE,0,Not Eligible
Shifty,16.5,2155,2214,169895623867236352,Master League,FP,NA,NONE,0,Not Eligible
JJ,7.5,1094,1114,186533821724753920,Foundation League,FP,NA,NONE,0,Not Eligible
SubliminalCheese,14.0,4973,5031,451642265589514241,Champion League,FP,NA,NONE,0,Not Eligible
veets,15.5,602,609,152493565723934730,Master League,FP,NA,NONE,0,Not Eligible
Frobear,16.5,2504,2563,381869757407952916,Master League,FP,NA,NONE,0,Not Eligible
Phoenix,19.0,1793,1850,289880878098808834,Premier League,FP,NA,NONE,0,Not Eligible
Irishhhh,14.0,4143,4201,56213226060263424,Champion League,FP,NA,NONE,0,Not Eligible
Vocabulary Greg,17.5,5967,6015,771043866056327203,Master League,Pend,NA,NONE,0,Not Eligible
TheUndertoad,9.0,1346,1370,351950665439903745,Foundation League,FP,NA,NONE,0,Not Eligible
XxRage32xX,17.5,3313,3372,739673398711681025,Master League,FP,NA,NONE,0,Not Eligible
Judgemental,17.0,2062,2121,191302727442235393,Master League,Lightning,NA,NONE,0,Not Eligible
Smitty Cena,13.5,1860,1918,127985372977168386,Champion League,FP,NA,NONE,0,Not Eligible
Flotsam,13.5,3613,3672,343019712764182529,Champion League,FP,NA,NONE,0,Not Eligible
BoognastyJR,16.0,5273,5331,1059258857228083302,Master League,FP,NA,PLAYERE,0,Not Eligible
Lacy,13.5,5236,5294,1180981661467430976,Champion League,FP,NA,NONE,0,Not Eligible
Luchos,10.0,1151,1175,237449382184615937,Foundation League,FP,NA,NONE,0,Not Eligible
Mochi,17.0,3397,3456,396458360842485762,Master League,Puffins,NA,PLAYERE,0,Not Eligible
Brndn,16.5,1779,1836,283045681609048064,Master League,Wizards,NA,PLAYERF,0,Not Eligible
dilldikkle,13.0,3769,3828,610165772303466496,Champion League,FP,NA,NONE,0,Not Eligible
Spongebob,11.5,5477,5536,459066464939278358,Academy League,Foxes,NA,PLAYERD,6,Not Eligible
NachoCroutons,15.5,6179,6223,475499934183849985,Champion League,Wizards,NA,NONE,0,Not Eligible
Iceyy,15.5,5101,5159,524404709415714816,Master League,FP,NA,NONE,0,Not Eligible
Curtis,9.0,1627,1657,197091538784878592,Foundation League,FP,NA,NONE,0,Not Eligible
jax221,11.5,5414,5473,245586728864317441,Academy League,FP,NA,NONE,0,Not Eligible
Jxke,15.5,1789,1846,336660038586204163,Master League,FP,NA,NONE,0,Not Eligible
ereh ereh,13.5,4776,4835,492833758974574633,Academy League,FP,NA,NONE,0,Not Eligible
Flashasaurus,19.5,5213,5271,158024185619283968,Premier League,Outlaws,NA,PLAYERB,0,Not Eligible
Aryba,19.0,5306,5364,899988932299718707,Premier League,Aviators,NA,PLAYERC,3,Not Eligible
Infinite,19.0,5272,5330,213862199624466435,Premier League,Rhinos,NA,PLAYERD,0,Not Eligible
Quick_Koala,9.5,4981,5039,675451702874341383,Foundation League,FP,NA,NONE,0,Not Eligible
just_hollywood,16.5,2363,2422,115810650265092098,Master League,FP,NA,NONE,0,Not Eligible
Hugs You to Death,12.0,2762,2821,1184569704371720293,Academy League,FP,NA,PLAYERC,0,Not Eligible
Boltir,15.0,3587,3646,496470268026421275,Champion League,FP,NA,NONE,0,Not Eligible
kcaz_modo,14.5,628,635,560963280424796180,Champion League,FP,NA,NONE,0,Not Eligible
Wizroh,16.5,4284,4343,463530558040047625,Master League,FP,NA,NONE,0,Not Eligible
ChampionJ914,17.0,6193,6234,1119701646545522707,Master League,Pend,NA,NONE,0,Not Eligible
TheSpoonOfDreams,12.5,1344,1368,260618380438929408,Academy League,FP,NA,NONE,0,Not Eligible
Doc.,10.0,6244,4758,210582765144506370,Champion League,Shadow,NA,PLAYERE,0,Not Eligible
Doc.,14.5,4699,4758,210582765144506370,Champion League,Shadow,NA,PLAYERE,0,Not Eligible
Static Messy,11.0,5083,5141,554034686725455882,Academy League,FP,NA,NONE,0,Not Eligible
Caustic,14.0,4001,4060,823316777768583178,Champion League,FP,NA,NONE,0,Not Eligible
RogueBear7080,9.5,2408,2467,604294942432690187,Foundation League,FP,NA,NONE,0,Not Eligible
whatisaphone,9.5,1381,1405,102860515079913472,Foundation League,FP,NA,NONE,0,Not Eligible
The Green Weenie,10.0,4214,4272,155108004994220032,Foundation League,FP,NA,NONE,0,Not Eligible
Ru,17.0,3474,3533,389548912043753474,Master League,FP,NA,NONE,0,Not Eligible
ZAdams,10.0,641,648,534475798737059880,Foundation League,FP,NA,NONE,0,Not Eligible
Bamboo,18.0,4734,4793,317354919805976576,Master League,Pend,NA,NONE,0,Not Eligible
Ardent,14.5,5290,5348,112730890743914496,Champion League,FP,NA,NONE,0,Not Eligible
Deadlybyte,11.5,1594,1624,293218617707724800,Academy League,FP,NA,NONE,0,Not Eligible
Matt Albert,10.5,1451,1476,484386566249119760,Academy League,FP,NA,NONE,0,Not Eligible
yeos.,14.0,4250,4308,498894420930986008,Champion League,Hurricanes,NA,PLAYERE,0,Not Eligible
ThrashHawk,14.0,565,572,196902437544656896,Champion League,FP,NA,NONE,0,Not Eligible
Rwb,13.0,437,443,272631696673865728,Champion League,FP,NA,NONE,0,Not Eligible
Fr0styJoe,9.5,3131,3190,893314752003055616,Foundation League,FP,NA,NONE,0,Not Eligible
Mixsta,19.0,354,359,410646400955842562,Premier League,Sharks,NA,NONE,0,Not Eligible
Allusivemammal,13.5,3541,3600,378420084047085570,Academy League,Pend,NA,NONE,0,Not Eligible
TyTy,17.5,591,598,112746307877117952,Master League,Pend,NA,NONE,0,Not Eligible
Ryu,19.5,1463,1488,127213923903602688,Premier League,FP,NA,NONE,0,Not Eligible
HoustonsProblem,11.5,6018,6066,791002979591127101,Academy League,Foxes,NA,PLAYERE,0,Not Eligible
CrimsonToe,15.5,954,965,259068522397827073,Master League,FP,NA,NONE,0,Not Eligible
nate14,14.5,3533,3592,394169691192557568,Champion League,Sabres,NA,PLAYERG,0,Not Eligible
PDP,5.0,4077,4135,306057348496097280,Foundation League,FP,NA,PLAYERE,0,Not Eligible
Baron,15.0,3941,4000,380877771913560065,Champion League,FP,NA,NONE,0,Not Eligible
Out4,13.0,1847,1905,239612753092804609,Champion League,FP,NA,NONE,0,Not Eligible
house,9.0,703,711,345123748078288897,Foundation League,FP,NA,NONE,0,Not Eligible
Skully,9.5,497,504,551933410466070531,Foundation League,FP,NA,NONE,0,Not Eligible
Tascam,13.5,540,547,277633364025016323,Champion League,FP,NA,NONE,0,Not Eligible
seykaa,19.0,3724,3783,481938279118405652,Premier League,Pend,NA,NONE,0,Not Eligible
NyxVeynar,5.0,4028,4086,469665128510390272,Foundation League,Elite,NA,PLAYERE,0,Not Eligible
Pazuzu,15.5,706,714,167054185165094913,Master League,FP,NA,NONE,0,Not Eligible
Smilez,17.0,504,511,243872911704850432,Premier League,FP,NA,NONE,0,Not Eligible
noack1,9.0,5129,5187,1089982577865130016,Foundation League,Pend,NA,NONE,0,Not Eligible
Eksphy,11.5,5852,5911,446110951314554881,Academy League,Ducks,NA,NONE,0,Not Eligible
BajinkiDinkiDnkr,13.0,3880,3939,766129474571730977,Champion League,FP,NA,NONE,0,Not Eligible
Goblin,11.5,4366,4425,321835615622529025,Academy League,FP,NA,NONE,0,Not Eligible
OSUbucks19,11.0,1884,1942,530876091238449152,Academy League,FP,NA,NONE,0,Not Eligible
ImMediocre,14.0,3707,3766,890236189804732447,Champion League,FP,NA,NONE,0,Not Eligible
Metalhead,18.0,5661,5720,476527423261900813,Master League,Hawks,NA,PLAYERB,0,Not Eligible
YunKesuk,14.0,713,721,586359625599811589,Champion League,FP,NA,NONE,0,Not Eligible
Yojimblo,14.0,5401,5459,173853705840492544,Champion League,FP,NA,NONE,0,Not Eligible
Cletis,8.5,5344,5402,212338811890434065,Foundation League,Sharks,NA,PLAYERE,0,Not Eligible
CORN POP,14.0,3882,3941,386904989928521748,Champion League,FP,NA,NONE,0,Not Eligible
JexinRL,17.5,1984,2043,579454676551073807,Master League,FP,NA,NONE,0,Not Eligible
Zuberite,19.0,1471,1496,261244238673477632,Premier League,FP,NA,NONE,0,Not Eligible
FoxInABox,15.0,6147,6192,1279553762079539382,Champion League,Pend,NA,NONE,0,Not Eligible
EraGamer,16.0,4301,4360,291319360600145930,Master League,FP,NA,PLAYERH,0,Not Eligible
Spench,12.5,3700,3759,309356826393182218,Academy League,FP,NA,NONE,0,Not Eligible
DK,7.5,6276,137,231963249350934528,Academy League,Rhinos,NA,PLAYERF,0,Not Eligible
Tempeszt,10.0,546,553,221523485330112512,Foundation League,FP,NA,NONE,0,Not Eligible
DK,13.0,133,137,231963249350934528,Academy League,Rhinos,NA,PLAYERF,0,Not Eligible
greybear97,16.5,1040,1056,329322239612682250,Master League,FP,NA,NONE,0,Not Eligible
Daylon,17.5,3946,4005,179747689548742656,Master League,Eclipse,NA,PLAYERC,0,Not Eligible
Lil Shaq,14.5,1464,1489,547676909719257093,Champion League,FP,NA,NONE,0,Not Eligible
okayhammy,19.0,6305,6315,576300637390635020,Premier League,Pend,NA,NONE,0,Not Eligible
Ricochet,13.5,3620,3679,391057223771619328,Academy League,Pend,NA,NONE,0,Not Eligible
Moonfae,7.0,5294,5352,290367281152655361,Foundation League,Puffins,NA,PLAYERB,0,Not Eligible
ShaggEllis,9.5,2132,2191,139812002217459712,Foundation League,FP,NA,NONE,0,Not Eligible
Upset,12.5,2692,2751,219084587542773760,Academy League,FP,NA,NONE,0,Not Eligible
Krypt,15.0,2389,2448,129421737027698688,Champion League,Jets,General Manager,PLAYERA,0,Not Eligible
TitanPolus,13.0,5694,5753,390691348996685824,Academy League,Aviators,Captain,NONE,0,Not Eligible
Its Sunshine,10.5,3505,3564,140332682910498816,Foundation League,FP,NA,NONE,0,Not Eligible
Swanky Bubbles,15.5,1322,1346,246818100312276993,Master League,FP,NA,NONE,0,Not Eligible
Pickle,11.0,1713,1743,465310945439121410,Academy League,FP,NA,NONE,0,Not Eligible
D1NOnlySmitty,14.0,4286,4345,601800611096166402,Champion League,FP,NA,NONE,0,Not Eligible
FBstovergaming,8.5,3582,3641,528007349294596108,Foundation League,FP,NA,NONE,0,Not Eligible
Frodoswaggins,10.0,173,177,350338027383685121,Foundation League,FP,NA,NONE,0,Not Eligible
JT,16.5,5435,5494,763845496736317470,Master League,FP,NA,NONE,0,Not Eligible
WillTheThrill,16.0,1387,1411,191590216409022465,Master League,FP,NA,NONE,0,Not Eligible
Theman,10.5,2403,2462,637638856094777344,Academy League,FP,NA,NONE,0,Not Eligible
Crossyy,16.0,3048,3107,477929134971158540,Champion League,FP,NA,NONE,0,Not Eligible
Dravaco,17.0,2011,2070,140655859184304128,Master League,FP,NA,NONE,0,Not Eligible
DrSkimMilk,12.5,2049,2108,314127656897478656,Academy League,FP,NA,NONE,0,Not Eligible
Yakman,13.5,4741,4800,341732897419689984,Champion League,FP,NA,NONE,0,Not Eligible
Agent,6.0,6082,6128,802629686730817546,Foundation League,Pend,NA,NONE,0,Not Eligible
Bouffyy,11.0,5623,5682,535907782621265920,Foundation League,FP,NA,NONE,0,Not Eligible
Leprechaun,6.5,4773,4832,653375155023642646,Foundation League,FP,NA,NONE,0,Not Eligible
ooost,12.5,6120,6165,1157403348740341791,Academy League,FP,NA,PLAYERF,0,Not Eligible
AndreSnug,13.0,4131,4189,450358279638482956,Champion League,FP,NA,NONE,0,Not Eligible
Lame,12.5,4058,4116,233066673932992513,Academy League,FP,NA,NONE,0,Not Eligible
YoSoyTman,18.5,3679,3738,692178332967632968,Premier League,FP,NA,NONE,0,Not Eligible
Alpha44,12.0,5253,5311,782112419828727811,Academy League,FP,NA,NONE,0,Not Eligible
BrotherMikeMike,9.5,3230,3289,614170247301300396,Foundation League,FP,NA,NONE,0,Not Eligible
colors,16.0,85,86,485499917863878661,Master League,FP,NA,NONE,0,Not Eligible
jheart,18.0,1817,1875,175357147234828288,Premier League,FP,NA,NONE,0,Not Eligible
Kylo,14.0,3144,3203,246866462566776832,Champion League,FP,NA,NONE,0,Not Eligible
Clixxon_,8.0,5640,5699,842603293401939970,Foundation League,FP,NA,NONE,0,Not Eligible
Loko Deputy,13.5,3770,3829,494661050369703946,Champion League,FP,NA,PLAYERF,0,Not Eligible
CoalWorker,16.5,2414,2473,157269498091536385,Master League,FP,NA,NONE,0,Not Eligible
K Wayne,5.0,4532,4591,1094713470856986674,Foundation League,FP,NA,NONE,0,Not Eligible
3r1an7,15.5,4180,4238,528276121633030175,Champion League,Pend,NA,NONE,0,Not Eligible
ItalianGini,18.0,5304,5362,323617010485428226,Master League,Pandas,Captain,PLAYERC,0,Not Eligible
